,Nome_Produto,Marca_Produto,Nota_Produto,Resumo_Descrição,Preço,Tamanho,Qtde_Aval,Qtde_Resp,Link,Palavra_Chave,Risco_Concorrencia,Risco_Concorrencia_Predito
1007,Ração Royal Canin Mini Junior para Cães Filhotes de Raças Pequenas de 2 a 10 Meses de Idade,royal-canin,4.9,"Resumo
- Fórmula com ótima digestibilidade, promove um crescimento saudável;
- Contém complexo patenteado de antioxidantes e nutrientes balanceados;
- Alimento de qualidade Super Premium, indicada para cães de Raças Pequenas;
- Supre as necessidades nutricionais de filhotes de dois a 10 meses de idade e auxilia no bom equilíbrio da flora intestinal.

*Este produto possui Programa de Satisfação Garantida.
Cod: 3105617-5",58.49,1 Kg,153,48.0,https://www.petlove.com.br/racao-seca-foster-mix-vegetal-para-caes-adultos/p?sku=3102750374,Gastro,Risco Baixo,Risco Alto
1008,Ração Seca Nutrilus Pro Carne para Cães Adultos,nutrilus-pro,4.8,"Resumo
Nutrilus Pro Cães Adultos é uma ração premium especial, desenvolvida por médicos veterinários, com ingredientes selecionados, sem corantes e sem aromatizantes artificiais, garantindo uma alimentação balanceada e completa. Além disso, possui ótimo custo-beneficio.

Garantia de Satisfação: Nutrilus acredita que a satisfação é um comprometimento com a vida do pet, e garantimos você e seu pet satisfeitos ou seu dinheiro de volta..

- Redução do odor das fezes;
- Intestino saudável: com fibras que favorecem uma função intestinal regular;
- Proteínas de alta qualidade: favorece o ótimo aproveitamento dos nutrientes para a manutenção da musculatura e condição corporal ideal;
- Mantém a pelagem macia e brilhante, composto com antioxidantes (BHA, BHT).

- Sabor: Carne
- Embalagem: disponível na versão de 15kg e 20kg
- Tamanho médio do grão: 9mm
- Indicado para: cães adultos
Cod: 31027518114",8.26,15 Kg,152,31.0,https://www.petlove.com.br/racao-seca-foster-mix-vegetal-para-caes-adultos/p?sku=3102750374,Gastro,Risco Baixo,Risco Baixo
1009,Ração Seca Nutrilus Pro+ Carne para Gatos Adultos Castrados,nutrilus-pro,4.8,"Resumo
Nutrilus Pro Gatos Adultos Castrados é uma ração premium especial, desenvolvida por médicos veterinários com ingredientes selecionados, sem corantes e sem aromatizantes artificiais, garantindo uma alimentação balanceada e um sabor irresistível, com o melhor custo-benefício.

- Trato urinário saudável: formulado com quantidades equilibradas de minerais para auxiliar no controle do pH urinário;
- Proteínas de alta qualidade: favorece o ótimo aproveitamento dos nutrientes para a manutenção da musculatura e condição corporal ideal;
- Intestino saudável: com fibras que favorecem uma função intestinal regular;
- Pelagem macia e brilhante: aporte equilibrado de ácidos graxos essenciais, ômega 3 e 6, vitaminas e minerais;
- Redução do odor das fezes: com extrato de yucca, ideal para ambientes internos;
- Controle de peso: com nível reduzido de calorias e gorduras, e enriquecido com L-carnitina.

- Sabor: Carne
- Embalagem: disponível na versão de 10,1kg
- Tamanho do grão: 9mm
- Indicado para: gatos adultos castrados

- Garantia de Satisfação: Nutrilus garante você e seu pet satisfeitos - saiba mais abaixo nos detalhes.
Cod: 2661130",13.21,"10,1 Kg",152,24.0,https://www.petlove.com.br/racao-seca-foster-mix-vegetal-para-caes-adultos/p?sku=3102750374,Gastro,Risco Baixo,Risco Baixo
1010,Ração Seca Nutrilus Pro+ Salmão para Gatos Adultos Castrados,nutrilus-pro,4.9,"Resumo
Nutrilus Pro+ Gatos Adultos Castrados é uma ração premium especial, desenvolvida por médicos veterinários, com ingredientes selecionados, sem corantes e sem aromatizantes artificiais, garantindo uma alimentação balanceada mais saborosa e nutritiva. Mais sabor, mais proteína e mais nutrição.

Garantia de Satisfação: Nutrilus acredita que a satisfação é um comprometimento com a vida do pet, e garantimos você e seu pet satisfeitos ou seu dinheiro de volta.

- Trato urinário saudável: formulado com quantidades equilibradas de minerais para auxiliar no controle do pH urinário;
- Proteínas de alta qualidade: favorece o ótimo aproveitamento dos nutrientes para a manutenção da musculatura e condição corporal ideal;
- Intestino saudável: com fibras que favorecem uma função intestinal regular;
- Pelagem macia e brilhante: aporte equilibrado de ácidos graxos essenciais, ômega 3 e 6, vitaminas e minerais;
- Redução do odor das fezes: com extrato de yucca, ideal para ambientes internos;
- Controle de peso: com nível reduzido de calorias e gorduras, e enriquecido com L-carnitina.

- Sabor: Carne
- Embalagem: disponível na versão de 10,1kg
- Tamanho médio do grão: 8,5 mm
- Indicado para: gatos adultos castrados",13.77,"10,1 Kg",151,12.0,https://www.petlove.com.br/racao-seca-foster-mix-vegetal-para-caes-adultos/p?sku=3102750374,Gastro,Risco Baixo,Risco Baixo
1011,Ração Premier Pet Raças Específicas Yorkshire Adulto,premier,4.8,"Resumo
- Pelagem bonita e pele saudável através de ácidos graxos essenciais ômegas 3 e 6, biotina e zinco;
- Nutrição específica: cuidado com o trato urinário, através de pH urinário cientificamente balanceado;
- Saúde intestinal: através da combinação de ingredientes de alta digestibilidade, fibras especiais e prebióticos;
- Saúde oral: contém hexametafosfato de sódio, importante ingrediente para a prevenção da formação do cálculo dental.

- Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição.
Cod: 31017515-2",41.89,1 Kg,147,23.0,https://www.petlove.com.br/racao-seca-foster-mix-vegetal-para-caes-adultos/p?sku=3102750374,Gastro,Risco Médio,Risco Médio
1014,Ração Seca Nutrilus Pro+ Frango & Carne para Cães Filhotes de Raças Médias e Grandes,nutrilus-pro,4.9,"Resumo
Nutrilus Pro+ Cães Filhotes é uma ração premium especial, desenvolvida por médicos veterinários, com ingredientes selecionados, sem corantes e sem aromatizantes artificiais, garantindo uma alimentação balanceada mais saborosa e nutritiva. Mais sabor, mais proteína e mais nutrição.

Garantia de Satisfação: Nutrilus acredita que a satisfação é um comprometimento com a vida do pet, e garantimos você e seu pet satisfeitos ou seu dinheiro de volta.

- Proteínas de alta qualidade: favorece o ótimo aproveitamento dos nutrientes para a manutenção da musculatura e condição corporal ideal;
- Intestino saudável: com fibras que favorecem uma função intestinal regular;
- Pelagem macia e brilhante: aporte equilibrado de ácidos graxos essenciais, ômega 3 e 6, vitaminas e minerais;
- Redução do odor das fezes: com extrato de yucca, ideal para ambientes internos;
- Crescimento saudável: enriquecido com DHA que atua no desenvolvimento cerebral, aprendizagem e visão dos filhotes.

- Sabor: Frango & Carne
- Embalagem: disponível na versão de 15kg
- Tamanho médio do grão: 9mm
- Indicado para: cães filhotes de raças médias e grandes
Cod: 31027521122",8.54,15 Kg,137,32.0,https://www.petlove.com.br/racao-seca-foster-mix-vegetal-para-caes-adultos/p?sku=3102750374,Gastro,Risco Baixo,Risco Baixo
1015,Ração Seca Quatree Life Frango e Arroz Cães Adultos Raças Médias e Grandes,quatree,4.5,"Resumo
- FORTALECIMENTO ARTICULAR: Glicosamina e condroitina favorecem a manutenção e o fortalecimento das articulações;
- CUIDADO ORAL: Hexametafosfato de sódio evita a formação de tártaro e mantém o hálito saudável;
- REFORÇO IMUNOLÓGICO: Contém beta-glucano 1,3-1,6 e complexo de antioxidantes: vitaminas C e E e selênio para reforçar as defesas naturais do organismo;
- COMPLEXO DE VEGETAIS: Brócolis, beterraba branca, batata-doce e cenoura, carboidratos saudáveis de baixo índice glicêmico, ricos em fibras naturais que garantem saciedade por mais tempo, além de serem fontes de vitaminas e minerais;
- PELE E PELAGEM SAUDÁVEIS: Rico em ácidos graxos essenciais ômegas 3 e 6, biotina e zinco quelatado, que mantêm a saúde da pele e a beleza da pelagem;
- MENOR VOLUME E ODOR DE FEZES: Prebiótico, yucca e zeólita promovem a saúde intestinal e contribuem para fezes mais firmes com odor e volume reduzidos.

- Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição.
Cod: 2498314",14.52,15 Kg,135,33.0,https://www.petlove.com.br/racao-seca-foster-mix-vegetal-para-caes-adultos/p?sku=3102750374,Gastro,Risco Baixo,Risco Baixo
1016,Biscoito PremieR Cookie para Cães Adultos Porte Médio e Grande Sabor Frango,premier,4.9,"Resumo
- Pele e Pelagem;
- Saúde Intestinal;
- Paladares exigentes;
- Sem adição de açúcar;
- Sem ingredientes transgênicos;
- Sem corantes e aromatizantes artificiais.


- Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição.
Cod: 3110136-1",6.75,250g,134,7.0,https://www.petlove.com.br/racao-seca-foster-mix-vegetal-para-caes-adultos/p?sku=3102750374,Gastro,Risco Médio,Risco Médio
1018,Ração Seca Nutrilus Pro+ Frango & Carne para Cães Sênior,nutrilus-pro,4.6,"Resumo
Nutrilus Pro Cães Seniors é uma ração premium especial, desenvolvida por médicos veterinários com ingredientes selecionados, sem corantes e sem aromatizantes artificiais, garantindo uma alimentação balanceada e um sabor irresistível, com o melhor custo-benefício.

- Proteínas de alta qualidade: favorece o ótimo aproveitamento dos nutrientes para a manutenção da musculatura e condição corporal ideal;
- Intestino saudável: com fibras que favorecem uma função intestinal regular;
- Saúde oral: com hexametafosfato de sódio;
- Redução do odor das fezes: com extrato de yucca, ideal para ambientes internos;
- Pelagem macia e brilhante: aporte equilibrado de ácidos graxos essenciais, ômegas 3 e 6, vitaminas e minerais;
- Defesa do organismo: enriquecido com DHA que contribui para a redução de inflamações e saúde do coração;
- Ossos e articulações saudáveis: com condroitina e glicosamina que contribuem para a saúde dos ossos e articulações.

- Sabor: Frango & Carne
- Embalagem: disponível na versão de 15kg
- Tamanho do grão: 13,5mm
- Indicado para: cães adultos acima de 7 anos raças médias e grandes

- Garantia de Satisfação: Nutrilus garante você e seu pet satisfeitos - saiba mais abaixo nos detalhes.",9.74,15 Kg,130,30.0,https://www.petlove.com.br/racao-seca-foster-mix-vegetal-para-caes-adultos/p?sku=3102750374,Gastro,Risco Baixo,Risco Baixo
1020,Ração Seca Quatree Gourmet Sem Corantes Cães Adultos Raças Médias e Grandes,quatree,4.6,"Resumo
- Rica em vitaminas e minerai, fórmula sem adição de corantes artificiais;
- Produzida com proteínas selecionadas para um bom desenvolvimento;
- Óleo de soja refinado e gordura de frango: fornecem os nutrientes ômegas 3 e 6;
- Contém polpa de beterraba, prebiótico (mananoligossacarídeo - MOS) e extrato de yucca schidigera; maior absorção de nutrientes, auxilia no trânsito intestinal, volume e odor de fezes reduzido.
Cod: 2498325",17.29,3 Kg,130,18.0,https://www.petlove.com.br/racao-seca-foster-mix-vegetal-para-caes-adultos/p?sku=3102750374,Gastro,Risco Baixo,Risco Baixo
1021,Ração Seca Quatree Life Frango e Arroz Gatos Castrados,quatree,4.6,"Resumo
- CONTROLE DE PESO IDEAL: Contém L-carnitina, fibras especiais e níveis reduzidos de calorias para ajudar a manter o peso ideal;
- TRATO URINÁRIO SAUDÁVEL: Controle do pH urinário e equilíbrio dos minerais auxiliam na prevenção dos principais cálculos urinários nos felinos - estruvita e oxalato de cálcio;
- CONTROLE DE BOLA DE PELO: Fibras especiais que auxiliam na eliminação natural dos pelos, reduzindo a formação de bola de pelo;
- REFORÇO IMUNOLÓGICO: Contém beta-glucano 1,3-1,6 e complexo de antioxidantes: vitaminas C e E e selênio para reforçar as defesas naturais do organismo;
- COMPLEXO DE VEGETAIS: Brócolis, beterraba branca, batata-doce e cenoura, carboidratos saudáveis de baixo índice glicêmico, ricos em fibras naturais que garantem saciedade por mais tempo, além de serem fontes de vitaminas e minerais;
- MENOR VOLUME E ODOR DE FEZES: Prebiótico, yucca e zeólita promovem a saúde intestinal e contribuem para fezes mais firmes com odor e volume reduzidos.

- Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição.
Cod: 2498364",20.28,"10,1 Kg",129,41.0,https://www.petlove.com.br/racao-seca-foster-mix-vegetal-para-caes-adultos/p?sku=3102750374,Gastro,Risco Baixo,Risco Baixo
1023,Ração Royal Canin Maxi Puppy para Cães Filhotes de Raças Grandes de 2 a 15 Meses de Idade,royal-canin,4.8,"Resumo
- Ração indicada para cães filhote de porte grande de 2 a 15 meses de idade;
- Contribui para uma flora intestinal equilibrada e auxilia no suporte ao trato digestivo;
- Favorece o crescimento saudável e desenvolvimento harmonioso de ossos e músculos;
- Articulações saudáveis: Auxilia no suporte à consolidação de ossos e articulações;
- Defesas naturais: Ajuda no reforço às defesas naturais do cão graças a um complexo de antioxidantes patenteado.

- Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição.
Cod: 31010254",28.19,15 Kg,128,41.0,https://www.petlove.com.br/racao-seca-foster-mix-vegetal-para-caes-adultos/p?sku=3102750374,Gastro,Risco Baixo,Risco Baixo
1024,Ração Premier Raças Específicas Yorkshire Filhotes,premier,4.9,"Resumo
- Odor e volume das fezes reduzidos;
- Pelagem bonita e pele saudável através deácidos graxos essenciais ômegas 3 e 6, biotina e zinco;
- Nutrição específica: cuidado com o trato urinário, através de pH urinário cientificamente balanceado;
- Saúde intestinal: através da combinação de ingredientes de alta digestibilidade, fibras especiais e prebióticos;
- Desenvolvimento excelente: níveis ótimos de proteínas, vitaminas e minerais. Enriquecido com DHA, ômega 3 essencial aos filhotes.

- Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição.
Cod: 310009",43.89,1 Kg,123,20.0,https://www.petlove.com.br/racao-seca-foster-mix-vegetal-para-caes-adultos/p?sku=3102750374,Gastro,Risco Médio,Risco Médio
1025,Ração Seca True para Cães Adultos Raças Médias e Grandes,true,4.8,"Resumo
Inspirada no amor que sentimos por eles, a True foi desenvolvida para oferecer a melhor alimentação para os nossos pets.

- Ração natural feita com ingredientes deliciosos: frango, batata-doce, brócolis, cenoura e arroz integral;
- Feita com carne de verdade, sem farinha de vísceras;
- Sem transgênicos, sem corantes e sem conservantes artificiais;
- Saudável e nutritiva, enriquecida com Natural Complex: composto natural rico em extratos herbais, algas, fibras e prebióticos para reforçar as defesas do organismo;

- Ingredientes funcionais:
- Hexametamosfato de sódio para prevenção de tártaro;
- Extrato de yucca para redução do odor das fezes;
- Condroitina e glicosamina para saúde das articulações;
- Com fibras e prebióticos para a saúde intestinal;

True Amor de Verdade, Ingredientes de Verdade.

- Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição",28.2,"10,1 Kg",119,117.0,https://www.petlove.com.br/racao-seca-foster-mix-vegetal-para-caes-adultos/p?sku=3102750374,Gastro,Risco Alto,Risco Alto
1027,Ração Seca Quatree Supreme Frango e Batata Doce Cães Adultos Raças Pequenas,quatree,4.7,"Resumo
- Favorece a digestibilidade, fórmula livre de corantes e aromatizantes artificiais;
- Biotina, zinco e ômega 3 e 6: favorecem a pele saudável e pelagem brilhante;
- Glucosamina e condroitina: promovem a manutenção das articulações e ossos fortes;
- Com hexametafosfato de sódio: reduz a formação de tártaro e mau hálito;
- DHA: importante para o desenvolvimento da atividade cognitiva e visão;
- Alta palatabilidade: proteínas de valor biológico para a formação da massa muscular;
- Rica em antioxidantes, vitaminas, polifenóis de maçã, chá verde, tocoferol e selênio;
- Auxilia na saúde intestinal e diminuição do odor das fezes: fibras funcionais naturais, polpa de beterraba, prebióticos (MOS e FOS) e extrato de Yucca.

- Este produto possui Satisfação Garantida. Saiba mais abaixo na descrição.
Cod: 2773874",28.71,1 Kg,118,55.0,https://www.petlove.com.br/racao-seca-foster-mix-vegetal-para-caes-adultos/p?sku=3102750374,Gastro,Risco Baixo,Risco Baixo
